Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#517 -28 EMPRESS AVE,"Toronto, Ontario M2N6Z7",23839326,C5436832,SingleFamily,539800.0,,Apartment,,1,1.0,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,28,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$2,010.24 (CAD)",Underground,2 days,1.0,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$528.27 (CAD) Monthly,Del Property Management 416-229-4551,1.0,"{'Flat': {'Living room': '5.44 m x 3.15 m', 'Dining room': 'Measurements not available', 'Kitchen': '3.4 m x 2.44 m', 'Primary Bedroom': '3.66 m x 3.05 m', 'Foyer': '2.29 m x 1.12 m', 'Bathroom': '2.51 m x 1.57 m'}}"
#S229 -455 FRONT ST E,"Toronto, Ontario M5A1G9",23838104,C5436583,SingleFamily,595000.0,,Apartment,,1,1.0,,"Park,PublicTransit,Schools",,,,,,VisitorParking,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,27,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$1,784.16 (CAD)",Visitor Parking,3 days,1.0,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit, Schools",$439.05 (CAD) Monthly,Brookfield Condominium Services,,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bathroom': 'Measurements not available', 'Laundry room': 'Measurements not available'}}"
#TH03 -1350 KINGSTON RD,"Toronto, Ontario M1N1C8",23832699,E5434759,SingleFamily,989900.0,,Row/Townhouse,,3,3.0,,,2.0,,,,,Underground,,,,,,,,,,,,no,,,,yes,12,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Birchcliffe-Cliffside,Condominium/Strata,"$4,051.36 (CAD)",Underground,4 days,2.0,3,Balcony,,Central air conditioning,Forced air (Natural gas),Brick,,,,$756.80 (CAD) Monthly,Dove Square Property Management,1.0,"{'Main level': {'Living room': '4.32 m x 4.32 m', 'Dining room': '4.32 m x 2.68 m', 'Kitchen': '3.77 m x 2.13 m', 'Den': '2.19 m x 2.65 m'}, 'Second level': {'Bedroom': '3.07 m x 4.26 m', 'Bedroom 2': '3.13 m x 3.38 m'}}"
#2920 -28 WIDMER ST,"Toronto, Ontario M5V2E7",23818613,C5429838,SingleFamily,799000.0,,Apartment,,1,1.0,PetsnotAllowed,,,,,,,,,,,,,,,,,,,no,,,,yes,1,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,$0 (CAD),,10 days,1.0,1,,,Central air conditioning,,Concrete,,Pets not Allowed,,$300 (CAD) Monthly,,,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available'}}"
#1007 -105 VICTORIA ST,"Toronto, Ontario M5C3B4",23830258,C5433756,SingleFamily,549000.0,,Apartment,,1,2.0,,,,,,,,VisitorParking,,,,,,,,,PartyRoom,,,no,,,,yes,16,,,Toronto,Ontario,no,no,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$1,814.10 (CAD)",Visitor Parking,5 days,1.0,1,Balcony,Party Room,Central air conditioning,Forced air (Natural gas),Concrete,,,,$408.35 (CAD) Monthly,Icon Property Management,,"{'Main level': {'Kitchen': '2.08 m x 2.64 m', 'Dining room': '3.07 m x 5.61 m', 'Living room': '3.07 m x 5.61 m', 'Bedroom': '3.05 m x 3.73 m', 'Den': '2.21 m x 2.08 m'}}"
#4311 -17 BATHURST ST,"Toronto, Ontario M5V0N1",23831179,C5434146,SingleFamily,899000.0,,Apartment,,1,2.0,CommunityCentre,"Marina,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,39,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,835.10 (CAD)","Underground, Visitor Parking",5 days,1.0,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Marina, Park, Public Transit, Schools",$474.55 (CAD) Monthly,Crossbridge Condominium Services Ltd.,1.0,{}
#104 -3531 LAKE SHORE BLVD W,"Toronto, Ontario M8W1P4",23839517,W5436831,SingleFamily,499999.0,,Apartment,,1,1.0,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,Storage-Locker,,,no,,,,yes,16,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Long Branch,Condominium/Strata,"$1,802.49 (CAD)","Underground, Visitor Parking",2 days,1.0,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,"Park, Public Transit, Schools",$451.29 (CAD) Monthly,Wilson Blanchard 416 -642-2807,1.0,"{'Flat': {'Living room': '6.78 m x 4.04 m', 'Dining room': '6.78 m x 4.04 m', 'Kitchen': '4.14 m x 3.68 m', 'Primary Bedroom': '4.46 m x 3.54 m'}}"
#4305 -2191 YONGE ST,"Toronto, Ontario M4S3H8",23838703,C5436809,SingleFamily,1148000.0,,Apartment,,2,3.0,CommunityCentre,"PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,CarWash,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,40,"Video,Brochure",Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,"$4,209.87 (CAD)",Underground,3 days,2.0,2,Balcony,"Storage - Locker, Car Wash, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Public Transit, Schools",$755.39 (CAD) Monthly,Icc Property Management Ltd.  416-596-6610,2.0,"{'Main level': {'Kitchen': '4.09 m x 2.03 m', 'Living room': '6.07 m x 4.22 m', 'Dining room': '6.07 m x 4.22 m', 'Den': '3 m x 2.13 m', 'Primary Bedroom': '3.2 m x 3.73 m', 'Bedroom 2': '3.12 m x 3.51 m', 'Bathroom': 'Measurements not available'}}"
#LPH 11 -51 HARRISON GARDEN BLVD,"Toronto, Ontario M2N7G4",23799234,C5423252,SingleFamily,639995.0,,Apartment,,1,2.0,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,19,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$1,997 (CAD)",Underground,17 days,1.0,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$616.63 (CAD) Monthly,Maple Ridge Community Management,1.0,"{'Main level': {'Bedroom': '3.96 m x 3.02 m', 'Den': '2.75 m x 2.43 m', 'Kitchen': '2.47 m x 2.41 m', 'Living room': '5.61 m x 3.3 m', 'Dining room': '5.61 m x 3.3 m'}}"
#3301 -14 YORK ST,"Toronto, Ontario M5J0B1",23766237,C5412582,SingleFamily,525000.0,,Apartment,,1,0.0,CommunityCentre,"Park,PublicTransit,Schools",,,,,,,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,25,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,040.78 (CAD)",,27 days,,1,Balcony,"Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air,Concrete,Indoor pool,Community Centre,"Park, Public Transit, Schools",$314.81 (CAD) Monthly,Duka Property Management 416-607-5571,,"{'Main level': {'Living room': '2.7 m x 3.12 m', 'Dining room': '3.29 m x 3.78 m', 'Kitchen': '3.29 m x 3.78 m', 'Study': '1.96 m x 1.9 m'}}"
#807 -10 MARTHA EATON WAY,"Toronto, Ontario M6M5B3",23782113,W5417636,SingleFamily,399800.0,,Apartment,,2,2.0,,,,,,,,,,,,,,,,,"ExerciseCentre,RecreationCentre",,,no,,,,yes,15,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Brookhaven-Amesbury,Condominium/Strata,"$1,079 (CAD)",,23 days,2.0,2,Balcony,"Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,"Indoor pool, Outdoor pool",,,$715.78 (CAD) Monthly,Comfort Property Management,1.0,"{'Flat': {'Living room': '6.7 m x 5.24 m', 'Kitchen': '3.5 m x 2.37 m', 'Dining room': '3.04 m x 3.56 m', 'Primary Bedroom': '4.02 m x 3.11 m', 'Bedroom 2': '4.02 m x 2.47 m'}}"
#2507 -70 DISTILLERY LANE,"Toronto, Ontario M5A0E3",23796222,C5422313,SingleFamily,2250000.0,,Apartment,,3,3.0,,"Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,40,Video,Youtube,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$6,617.27 (CAD)",Underground,18 days,2.0,3,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,"Park, Public Transit, Schools","$1,420.06 (CAD) Monthly",Icon Property Management 647-361-8610,2.0,"{'Flat': {'Living room': '8.36 m x 5 m', 'Dining room': '8.36 m x 5 m', 'Kitchen': '8.36 m x 5 m', 'Primary Bedroom': '5.49 m x 4.06 m', 'Other': '5.49 m x 2.29 m', 'Bedroom 2': '3.15 m x 3.83 m', 'Office': '4.7 m x 3.3 m', 'Foyer': '3.3 m x 1.93 m'}}"
#415 -1630 QUEEN ST E,"Toronto, Ontario M4L0B3",23831244,E5434158,SingleFamily,629000.0,,Apartment,,1,2.0,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,20,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,The Beaches,Condominium/Strata,$0 (CAD),Underground,5 days,1.0,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$462.27 (CAD) Monthly,Duka Property Management,1.0,"{'Main level': {'Living room': '4.88 m x 3.66 m', 'Kitchen': '4.88 m x 3.66 m', 'Bedroom': '2.74 m x 2.74 m', 'Den': '2.4 m x 1.53 m'}}"
#1010 -2 COVINGTON RD,"Toronto, Ontario M6A3E2",23838127,C5436643,SingleFamily,599000.0,,Apartment,,2,2.0,,"Hospital,Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Englemount-Lawrence,Condominium/Strata,"$2,297.40 (CAD)",Underground,3 days,2.0,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,"Hospital, Park, Public Transit",$778.62 (CAD) Monthly,Crossbridge Condominium Services Ltd.,1.0,"{'Flat': {'Living room': '6.02 m x 3.53 m', 'Dining room': '6.02 m x 3.53 m', 'Kitchen': '2.6 m x 2.51 m', 'Primary Bedroom': '4.65 m x 3.05 m', 'Bedroom 2': '3.96 m x 2.74 m', 'Foyer': '2.23 m x 1.72 m'}}"
##2301 -33 SHORE BREEZE DR,"Toronto, Ontario M8V1A1",23839550,W5437008,SingleFamily,599000.0,,Apartment,,1,1.0,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,31,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$2,315.74 (CAD)",Underground,2 days,1.0,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$530.10 (CAD) Monthly,City Sites Property Management,1.0,"{'Main level': {'Foyer': 'Measurements not available', 'Media': 'Measurements not available', 'Living room': '2.13 m x 4.87 m', 'Dining room': '2.13 m x 4.87 m', 'Kitchen': '2.13 m x 4.87 m', 'Primary Bedroom': '3.04 m x 3.05 m'}}"
#519 -38 FOREST MANOR RD,"Toronto, Ontario M2J1M5",23783496,C5418153,SingleFamily,779900.0,,Apartment,,2,2.0,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,19,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,$0 (CAD),Underground,22 days,2.0,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,,Tba,1.0,{}
#PH40 -250 WELLINGTON ST W,"Toronto, Ontario M5V3P6",23839395,C5437139,SingleFamily,1299000.0,,Apartment,,2,2.0,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,6,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,University,Condominium/Strata,"$5,199.43 (CAD)","Underground, Visitor Parking",2 days,2.0,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,"$1,327.72 (CAD) Monthly",Nadlan-Harris Property Management Inc.  416-596-0490,1.0,"{'Main level': {'Kitchen': 'Measurements not available', 'Dining room': 'Measurements not available', 'Living room': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#1106 -92 KING ST E,"Toronto, Ontario M5C2V8",23839371,C5437015,SingleFamily,788900.0,,Apartment,,2,2.0,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,32,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$2,841.21 (CAD)","Underground, Visitor Parking",2 days,2.0,2,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,"Park, Public Transit, Schools",$981 (CAD) Monthly,Royal Grande Property Management 416-868-0018,1.0,"{'Flat': {'Living room': '6.58 m x 3.01 m', 'Dining room': '6.58 m x 3.01 m', 'Kitchen': '3.12 m x 2.88 m', 'Primary Bedroom': '6.59 m x 3.67 m', 'Bedroom 2': '5.42 m x 2.49 m'}}"
#406 -19 DUNDONALD ST,"Toronto, Ontario M4Y1K3",23778332,C5416475,SingleFamily,699900.0,,Apartment,,1,2.0,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,ExerciseCentre",,,no,,,,yes,35,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$2,327.96 (CAD)","Underground, Visitor Parking",24 days,1.0,1,,"Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Brick,,Community Centre,"Hospital, Park, Public Transit, Schools",$732.34 (CAD) Monthly,General Property Management,1.0,"{'Main level': {'Living room': '6.47 m x 4.31 m', 'Dining room': '6.47 m x 4.31 m', 'Kitchen': '2.52 m x 2.42 m', 'Primary Bedroom': '3.93 m x 3.36 m', 'Den': '4.48 m x 3.31 m', 'Laundry room': '2.46 m x 1.53 m'}}"
#609 -15 BRUYERES MEWS,"Toronto, Ontario M5V0A7",23817800,C5429744,SingleFamily,789900.0,,Apartment,,2,3.0,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,40,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$2,499 (CAD)",Underground,10 days,2.0,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$737 (CAD) Monthly,First Service Residential,1.0,"{'Main level': {'Living room': '4.6 m x 3.17 m', 'Dining room': '4.6 m x 3.17 m', 'Kitchen': 'Measurements not available', 'Primary Bedroom': '3.23 m x 2.96 m', 'Bedroom 2': '2.56 m x 2.57 m', 'Den': '2.38 m x 2.38 m', 'Bathroom': 'Measurements not available'}}"
